StudentID,GPA,major_avg,AttendancePercent,FailedCourses,num_skills,num_courses_completed,project_count,internship_count,num_missing_skills,top_missing_priority,emb_pca_0,emb_pca_1,emb_pca_2,emb_pca_3,emb_pca_4,emb_pca_5,emb_pca_6,emb_pca_7,emb_pca_8,emb_pca_9,emb_pca_10,emb_pca_11,emb_pca_12,emb_pca_13,emb_pca_14,emb_pca_15,emb_pca_16,emb_pca_17,emb_pca_18,emb_pca_19,emb_pca_20,emb_pca_21,emb_pca_22,emb_pca_23,emb_pca_24,emb_pca_25,emb_pca_26,emb_pca_27,emb_pca_28,emb_pca_29,emb_pca_30,emb_pca_31
S0873,3.83,3.83,85,0,1,2,1,1,5,2.0,-0.3139161,0.19119951,0.07409167,-0.015142903,0.07589504,-0.014606722,-0.14186561,-0.123518765,0.12272265,-0.016442318,-0.07596663,0.012106013,0.06057252,0.0019889022,-0.0104954755,0.016105313,-0.022249151,-0.0065206126,0.07705629,0.032935757,-0.011872254,-0.004032147,0.042961385,-0.046048533,0.015392107,0.03441509,0.06493211,0.017510394,-0.0115457745,-0.08351525,-0.023255484,-0.017008629
S0874,4.0,4.0,87,0,1,1,1,1,5,2.0,0.13210256,0.2560257,-0.040821,0.049967267,-0.15038525,-0.08452158,-0.07890443,0.0926063,0.02195554,-0.024809118,0.04872018,-0.019437961,0.058889754,0.103461295,0.10195007,-0.008797477,-0.040607154,0.015424533,0.02379614,-0.023071405,-0.01237397,-0.0127316825,-0.042566862,0.040183928,-0.011582321,0.046653345,0.016693478,-0.020250596,-0.0035757318,-0.0025343876,-0.014400648,0.044202074
S0875,2.91,2.91,77,3,1,1,1,1,5,2.0,0.23194665,-0.3323506,0.25372723,0.07137565,-0.037729286,-0.0084544085,-0.01943938,0.02588442,0.061366856,0.07931798,0.02754567,-0.05288993,0.032666232,-0.027013518,0.044036906,-0.038171656,-0.05616113,0.06605187,0.045147058,-0.0041226605,-0.067161545,0.0047734645,-0.08681613,0.044045847,0.0038597593,0.0041997475,0.042607393,-0.023841983,0.028894277,-0.031162282,-0.026636137,0.012779553
S0876,3.55,3.55,82,2,1,1,1,1,5,2.0,-0.25215405,-0.05737166,-0.07097207,0.12217896,-0.20941138,0.025313584,0.06430939,-0.030798644,-0.03859656,-0.07396872,-0.017981583,-0.015288922,-0.01745159,0.048949633,0.041378606,-0.060762342,0.035284463,0.023479275,-0.026553197,0.034672115,0.072159275,-0.002385277,-0.01540236,-0.025306022,-0.026624264,-0.00091684435,-0.019125389,-0.028054459,0.03753123,-0.025164172,-0.0026292268,-0.0070077283
S0877,3.69,3.69,89,0,1,2,1,1,5,2.0,-0.18259263,0.09144092,0.11081435,0.13384873,0.06345427,0.056133896,0.06690046,-0.0053937538,0.06527102,0.0855871,0.08223829,-0.059731957,-0.015841614,0.03985582,-0.0057775117,-0.012447137,0.04251693,-0.002919396,-0.0011349337,0.0667953,0.061447132,-0.023533484,-0.015909895,0.029411629,0.035662815,0.02206851,0.0031272506,-0.023927467,0.026844066,0.01978857,0.006514172,-0.011127281
S0878,3.52,3.52,100,1,1,1,1,1,5,2.0,0.022735385,0.31104895,0.093645126,-0.14217186,-0.16081505,-0.07849283,0.046732336,-0.09381093,0.05029239,-0.038386866,0.036526043,0.053240813,-0.069585815,-0.04876923,-0.006997234,-0.0027216256,-0.04718466,0.029484238,0.011029918,-0.020699285,0.020125393,-0.04326323,0.045705006,-0.038470197,0.01883599,-0.04102092,0.054587573,0.032265075,0.018574618,-0.0027374418,-0.0052323686,-0.015961511
S0879,2.97,2.97,71,3,1,1,1,1,5,2.0,-0.1080003,0.043598756,0.21219863,-0.1752645,0.038396407,0.047112606,0.14744851,0.0019507598,0.011327254,0.020613944,0.022794725,0.0024821763,-0.011603955,0.051503964,-0.087402806,0.12395071,0.013964124,-0.05807542,0.036228646,0.012037249,0.050365917,-0.0069952514,0.01030904,0.029770965,0.052907024,-0.018672222,-0.002418759,0.020967927,-0.033287372,0.0388202,-0.029339371,0.029202703
S0880,3.46,3.46,90,1,2,1,1,1,5,2.0,-0.11332447,-0.15220249,-0.3034599,-0.09828945,0.051113043,0.03447771,-0.071380965,-0.07932861,-0.07499157,0.0007710873,-0.042672727,-0.030877037,-0.05718626,-0.020108137,0.0030711037,0.038334083,0.005972564,0.02856074,0.021554463,-0.059296172,-0.007538936,0.023072662,-0.0131028,0.05285104,-0.024069669,-0.021464353,0.00029959792,0.009859024,0.033607904,0.034272816,0.001420523,0.01657535
S0881,3.66,3.66,90,0,1,2,1,1,5,2.0,-0.17246452,0.1640047,0.066400714,0.19374828,0.06047483,0.054260187,-0.076319754,-0.07219018,0.03476548,0.0027700982,0.13385506,0.054069746,0.08212704,-0.04685216,-0.09162317,0.009120313,0.048634205,0.044555526,0.020158822,-0.021685923,-0.0049833446,-0.022956686,-0.015917491,0.006182121,0.047564752,0.060170405,0.060159527,-0.024447363,-0.03870707,-0.01180771,0.023304075,-0.014255237
S0882,3.73,3.73,85,1,1,1,1,1,5,2.0,0.3424671,0.13221395,-0.10852287,-0.0052511687,-0.03139257,-0.0017034381,-0.059672285,-0.13913737,-0.044060152,-0.0014190524,-0.051725917,-0.024845704,0.008368492,0.050242063,0.0294832,-0.08062339,0.06824509,-0.012491098,0.029277593,-0.0006764332,0.035429012,-0.005415442,0.02579101,-0.023685222,-0.025028042,0.0029369222,-0.01511948,0.01846871,0.009639901,0.069103025,0.024813274,0.002408951
S0883,3.55,3.55,83,1,1,1,1,1,4,2.5,-0.05255003,-0.058136653,0.18507597,0.14478119,0.053572655,0.1867457,-0.0019283305,0.05407246,0.028427552,-0.019160643,0.015561365,-0.036883492,-0.047628332,0.08054721,0.030485755,0.10981991,-0.0431746,-0.0684382,-0.009254076,-0.0244688,0.057651673,-0.00428412,0.0124254115,-0.010776144,0.06610964,-0.009135116,0.06550679,-0.05391488,0.009549324,0.047166727,-0.044198472,-0.032056175
S0884,4.0,4.0,93,0,2,1,1,1,5,2.0,0.08989629,-0.17020932,-0.31537625,-0.123808265,0.10967569,0.11028179,0.14704394,-0.008007011,0.0024665862,0.015053688,0.095939554,-0.09377664,-0.008644552,-0.04463816,0.108194925,-0.07105868,0.04944858,0.03992223,0.0058251866,-0.019519221,0.002425291,0.014647687,-0.009388376,-0.053557318,-0.022240803,0.010777515,-0.025244204,0.026999824,0.021109933,-0.030328795,-0.031172065,-0.03084034
S0885,3.43,3.43,87,0,1,2,1,1,5,2.0,-0.19965546,-0.12847282,0.031777468,0.19454989,0.017839381,-0.14552383,-0.024362918,-0.013778714,0.013455706,-0.09869318,-0.0015318411,-0.07640266,0.007061962,0.01083313,0.06917597,-0.03640559,-0.014967965,0.04239518,-0.013825351,0.032374926,-0.037678294,-0.0016484817,-0.06248678,-0.012723229,-0.015600429,-0.00010191769,0.021831654,-0.044081394,-0.02527343,0.03970762,-0.017028796,-0.0048099086
S0886,3.95,3.95,94,0,1,1,1,1,5,2.0,0.22720155,0.16480912,-0.10727271,-0.015327935,-0.03611581,-0.10349171,-0.00064245606,-0.034328304,0.032931127,-0.008561056,0.035903245,-0.0019097767,0.024564808,0.04219179,-0.074877486,-0.05805579,0.015713848,0.060198277,0.0707002,-0.033439714,0.04456752,-0.031898867,0.08482485,0.04082029,-0.0011046204,-0.080115646,-0.0033472187,-0.018931944,-0.024274481,0.02158105,-0.02898026,-0.031042382
S0887,3.35,3.35,78,2,1,1,1,1,5,2.0,-0.038550515,0.05703446,0.23880644,-0.17058812,0.07852818,0.08104695,0.02779149,-0.036920976,-0.06477713,-0.032207817,-0.012829705,0.023250584,0.039964993,-0.028857209,-0.0390964,0.015037354,0.004417504,0.049944345,-0.014421306,-0.059263483,0.035192106,-0.026467718,0.027971918,-0.07231144,-0.0004127639,-0.012613286,-0.02175861,-0.004169712,-0.01810688,0.074506804,0.056023262,-0.0001043713
S0888,3.5,3.5,91,0,1,1,1,1,5,2.0,-0.12281216,-0.03557779,-0.1876831,0.13080272,-0.058223177,0.25926116,-0.08456181,0.013531679,0.018830765,0.10717692,0.0191181,-0.024836054,0.053500537,-0.034371242,0.03876879,-0.024894528,-0.023284972,-0.03899827,-0.030678557,-0.016349262,-0.0066970796,0.0076380456,-0.050091363,0.008203772,0.026819771,-0.01989604,-0.0058283373,-0.015055679,-0.050983533,0.00639882,-0.019430507,-0.030338338
S0889,3.68,3.68,79,1,1,1,1,1,5,2.0,0.20603387,-0.11008296,-0.20015498,0.06350648,0.20858732,0.07658402,-0.13893509,0.022528045,0.120499186,-0.011259387,-0.03456556,-0.011486419,-0.082108535,-0.19054225,-0.034009013,0.060112122,0.026959855,0.023337385,-0.1096399,-0.016088204,0.018194074,0.035647783,-0.073082015,-0.012799839,-0.027895847,-0.00030894403,-0.08979092,-0.02443699,-0.007822487,0.02815297,0.04567093,0.040623423
S0890,3.75,3.75,100,0,1,1,1,1,5,2.0,0.14208706,0.20643894,0.098591164,0.08772084,-0.14765027,-0.07034951,0.101719916,0.023326648,-0.07239032,-0.10722857,0.05169894,0.110368244,-0.003725503,-0.11052575,-0.0073505817,0.020809958,0.036097653,0.024104225,0.037630726,0.041430254,-0.039953526,0.0070973444,0.030185137,-0.04597593,0.010776778,-0.05732937,0.020239554,-0.04848794,0.0045037097,-0.040927198,-0.021900177,-0.017225204
S0891,3.14,3.14,89,1,1,1,1,1,5,2.0,0.16849625,-0.23904642,0.20704484,-0.16650784,-0.031671524,-0.09552441,0.011985661,-0.07903304,-0.040286344,-0.011182113,-0.019727316,0.040028755,0.033694502,-0.021477401,0.022902373,0.019020496,-0.08464078,0.030555254,0.02472492,-0.07745551,-0.008919094,-0.032785542,-0.08810018,0.038168345,0.0434151,0.0056610294,0.062874846,-0.027059209,0.04333447,0.035321284,-0.01568282,-0.04441559
S0892,3.4,3.4,88,2,1,1,1,1,4,2.5,-0.12361963,-0.08250963,-0.1130269,0.06749439,-0.19252957,0.003521727,-0.10156216,0.11078889,0.01844257,0.06424413,0.004018867,0.015188837,-0.10257561,-0.026967607,0.005323885,0.004374328,-0.025717825,0.004701148,-0.0325943,-0.085118994,0.025974905,0.0054479404,-0.0010597161,0.042960227,0.043389592,0.016268352,0.022154042,0.02730223,-0.009641697,-0.01408653,-0.022417601,-0.0064157476
S0893,3.79,3.79,93,0,1,2,1,1,5,2.0,-0.34430438,0.23811188,0.080107816,0.10371801,-0.0029616111,-0.09557336,-0.11697372,0.032687403,0.07885849,0.015465031,-0.116438955,-0.030232534,-0.015490779,0.011551542,0.0152302515,0.04632592,0.008270514,0.046757083,0.074776314,0.0031110768,-0.03188434,-0.033792358,-0.034637727,-0.02246745,-0.06466355,0.018578196,0.022279013,0.0034714998,0.0020921556,-0.051817868,-0.021127589,-0.028984366
S0894,3.56,3.56,82,0,1,1,1,1,4,2.5,0.30082715,0.1048239,0.011797637,-0.027559096,-0.047022834,-0.099161536,-0.068358496,-0.04580808,-0.12043926,-0.09597255,0.054306403,-0.031172069,-0.02253185,0.0789536,-0.16300009,-0.051989082,-0.09327433,-0.07939864,-0.08079131,0.010669697,-0.025220558,0.012801478,-0.013173068,0.08705095,-0.047214504,-0.05058756,-0.023897713,-0.010944462,-0.09531794,-0.053657502,0.021775506,-0.010783326
S0895,3.37,3.37,84,3,1,1,1,1,4,2.5,0.13895822,-0.31828052,0.23928288,0.11009639,0.02579607,0.022399353,0.004500089,0.056741502,-0.018321004,0.029195113,-0.12838133,-0.02741408,-0.0057701273,0.092459686,-0.0025124177,0.057507984,0.010526819,0.009896305,0.03965709,-0.007740173,-0.002229512,0.013602413,-0.088799514,0.04913938,-0.037638467,0.020922069,-0.014775919,0.039175566,0.051838577,0.031916875,0.03212252,-0.0016439031
S0896,3.03,3.03,93,2,1,1,1,1,5,2.0,0.14364602,-0.3585953,-0.33222052,-0.062323164,-0.035601594,-0.063781396,0.07651564,0.009609412,-0.07566041,-0.04873085,-0.004620204,0.10675171,0.055152692,-0.0870281,0.01566715,0.0248547,0.047645587,-0.029912855,0.1025558,-0.029596861,-0.0031351459,-0.06884498,-0.028040955,-0.010334859,0.01801465,-0.012405866,0.046458118,0.045804743,-0.032243375,-0.0059454213,-0.009866488,0.0662021
S0897,3.06,3.06,87,0,1,2,1,1,4,2.5,-0.17108202,-0.028107032,-0.01557369,-0.002346304,0.14862797,-0.21546878,-0.106595136,-0.033369347,0.10464094,0.066838264,0.11420331,0.05832206,-0.09483226,0.0014316058,-9.489797e-05,0.099328384,0.047448378,-0.036774047,0.06546413,0.061385226,-0.040717974,-0.051348824,0.033716477,-0.04184989,-0.05745004,0.08254819,-0.032962356,-0.021157257,0.005564167,-0.06295281,0.045422856,0.013715909
S0898,3.83,3.83,85,0,1,1,1,1,5,2.0,0.1957803,0.291382,0.058009934,-0.11679343,-0.05640641,-0.072332375,-0.08395264,0.081652805,0.038695443,-0.0023777022,0.027500771,-0.017056953,-0.11531677,-0.039377913,-0.0018999383,0.05219724,-0.02199738,0.057999868,0.02397787,-0.029883588,0.006342151,0.029511321,0.0064800284,-0.019293385,0.018740598,0.0037133808,0.021939754,0.09747634,0.06603199,0.044431597,0.004703748,-0.020555716
S0899,2.99,2.99,78,3,1,1,1,1,4,2.5,0.22365032,-0.2829694,0.13176036,0.17381588,0.05719503,0.0026473217,0.046952963,0.14240748,-0.033302404,0.04412406,0.100221634,-0.1289491,0.044740632,0.045632724,0.003119656,-0.02147595,-0.021406196,0.008898087,-0.034276664,-0.010197347,-0.0012756638,0.013773275,-0.00033135075,-0.06741661,-0.024699735,-0.009079749,-0.08697584,0.027180377,0.0060693417,-0.047290273,0.018875938,0.003796962
S0900,3.66,3.66,100,2,1,1,1,1,5,2.0,-0.37234977,0.01379852,-0.057356495,0.0495041,-0.16326848,0.031770416,0.0526519,0.054597482,0.026569942,-0.028298642,-0.02574271,0.043323014,-0.02604684,0.061165124,-0.04174313,0.011615567,-0.07018709,0.029970841,0.04395452,-0.005161359,-0.0012768835,0.024745118,-0.0048244405,0.05196522,0.082479954,0.06356383,-0.040340584,-0.024052206,0.004087103,0.004020196,-0.0089741275,-0.021538723
S0901,3.29,3.29,100,1,1,3,1,1,5,2.0,-0.24808277,0.059399534,0.043665763,-0.09056052,0.09772107,-0.22432147,-0.062483247,-0.040902235,-0.033445373,-0.009212146,0.027235372,0.08161945,-0.009283586,-0.014395863,0.00032613633,0.07410791,0.056553666,0.021793708,-0.03184314,0.034403976,-0.050579682,0.003167546,-0.010174147,-0.038015872,0.062318448,0.092112795,-0.053254616,0.039579783,-0.06701661,0.013349667,0.020993207,-0.03221987
S0902,4.0,4.0,93,0,1,1,1,1,5,2.0,0.10862226,0.3083495,-0.026422711,-0.088461846,-0.044439446,0.15033701,-0.18938632,-0.104448274,0.09705843,0.014201265,-0.10858299,-0.044313964,0.04795942,-0.07241743,-0.015571335,-0.07769632,-0.053444162,-0.061566032,-0.046705075,-0.022314193,0.018138513,0.038524583,0.061255444,-0.0498344,-0.00787031,0.02886251,0.13825382,0.034581613,0.05106664,0.02374266,0.016646145,0.06622532
S0903,2.83,2.83,72,2,1,1,1,1,5,2.0,-0.15948778,0.15578943,0.1297668,0.017033815,0.1511476,0.29842377,-0.058639586,0.058277365,-0.093794994,0.10253775,-0.013273957,-0.023101375,0.10958005,0.054188766,-0.01990937,-0.05090028,0.029924044,0.099786855,-0.009234191,0.0023438826,0.0020329677,0.025804836,0.025619002,-0.043255035,-0.024814658,0.023574319,0.011640444,0.014764208,-0.0069796653,-0.02861574,-0.055174228,-0.0019735305
S0904,3.52,3.52,90,2,2,1,1,1,5,2.0,-0.04777029,-0.2015429,-0.26621595,-0.18821803,-0.18653072,-0.027398057,-0.0025901683,-0.00045299644,0.081303984,-0.067548536,-0.076136075,0.03707828,-0.014323379,-0.00082700345,0.08675425,0.009270859,0.0021200639,0.041893333,0.0066783465,0.029225016,-0.04371585,-0.03273602,0.011848207,0.03807613,0.07360524,-0.019890029,-0.033767108,-0.06311306,-0.0072448133,0.0030044774,-0.003802641,-0.024740249
S0905,3.05,3.05,89,0,1,1,1,1,5,2.0,-0.24796785,0.1111163,-0.0825304,0.26933333,0.14394042,-0.14167753,0.047644604,-0.013392901,0.017644111,-0.013871151,-0.10983261,0.00089193514,-0.032322574,0.05810652,-0.008240829,0.037204612,-0.02155415,0.052030742,0.09588381,-0.07891139,-0.04200741,-0.04116242,0.060063627,0.039738342,-0.014546798,-0.00020510932,0.04305349,-0.006451462,0.023384726,-0.044010956,-0.005854448,-0.051560484
S0906,3.85,3.85,82,1,1,1,1,1,5,2.0,0.23639256,0.31825674,-0.11363538,-0.00062081043,0.21689638,0.17436972,0.08844301,-0.073877305,-0.005100308,0.052365303,-0.05040021,-0.0335327,-0.03582202,-0.01796962,0.0019504492,0.12174895,0.03335173,0.019928776,-0.052840874,-0.030104084,0.05518241,0.011273815,-0.06191435,0.030533273,0.017507063,-0.01127688,-0.022294272,-0.02019401,0.01477317,-0.031304248,0.04852079,0.017878236
S0907,3.84,3.84,88,3,1,1,1,1,4,2.5,0.10874842,-0.12152371,0.27500585,-0.15307894,-0.12809472,-0.039121836,-0.054017648,-0.03748847,0.07872196,-0.058877088,0.13362128,-0.036870975,0.076431,0.013030074,-0.06320641,0.07057287,0.047814067,-0.05737169,0.04805792,-0.06552111,-0.03816167,-0.041099213,-0.02451791,0.052943677,0.04434909,-0.069639266,-0.0109183565,0.04987803,-0.014787625,0.0034248144,-0.03774657,-0.016399834
S0908,3.63,3.63,87,1,2,1,1,1,5,2.0,-0.25289562,0.030330386,-0.31719628,-0.24901657,-0.09322614,0.05948633,0.13574757,0.01061184,0.026179038,0.07739344,-0.03355956,-0.08303455,-0.08294181,-0.005322276,-0.054027505,0.097184114,0.0042458046,0.06620511,-0.077851504,-0.061530028,-0.091825925,0.08684495,0.009349931,-0.023193179,0.019241882,0.00044876046,-0.05327187,0.05757099,-0.01164639,-0.039749276,-0.062136702,-0.050422218
S0909,3.33,3.33,100,1,1,1,1,1,5,2.0,-0.32101855,0.14203297,0.09991513,-0.12886995,0.16367052,0.13871932,-0.021808034,0.076622345,0.04139462,-0.00364922,0.040500496,0.044327684,-0.040969588,-0.041546088,-0.05979563,6.538242e-05,0.004868525,-0.046710532,-0.027871422,0.070797436,-0.020032534,0.025446681,-0.0137067,0.053781103,0.043694157,-0.04182398,0.06281856,0.053999715,0.022856915,-0.016838914,0.053184923,-0.0056097037
S0910,4.0,4.0,80,1,1,1,1,1,5,2.0,0.23001438,0.16512084,-0.010960518,0.1340851,-0.15023306,0.025192011,-0.16200374,-0.04422107,0.030352307,-0.050542574,0.043262124,0.06567481,-0.037738223,0.02763984,0.03808109,-0.022223923,-0.006501396,0.0074046617,0.03608541,0.016223982,-0.05182807,0.01303064,0.04832882,0.00862651,-0.009198051,-0.022155356,-0.008053317,0.052231785,-0.018411579,0.02011253,-0.01082595,-0.014597428
S0911,3.14,3.14,82,1,1,1,1,1,5,2.0,0.041922417,-0.12473537,0.28128362,0.016242435,-0.15829527,-0.04672146,0.006086341,-0.15429564,0.022056002,0.008831536,-0.03307484,-0.02746136,-0.024782024,0.019412711,0.020669771,0.02445418,0.009061499,0.02224111,0.054499783,-0.060887452,-0.00671068,-0.0051217256,-0.037728366,-0.0016350638,0.028552007,-0.007658589,0.00014702119,-0.010566523,0.023620203,0.019730287,-0.026302667,-0.0055352687
S0912,3.7,3.7,87,2,1,1,1,1,5,2.0,-0.15818974,-0.13818783,-0.20886213,-0.1419629,-0.17745002,-0.027102351,-0.11930679,0.0625917,0.07402777,-0.05696732,0.0015076791,0.0095315855,0.02471405,0.106768176,-0.036091242,0.08643728,-0.021167612,-0.0018917462,-0.059552997,0.096886374,-0.052182924,0.018313197,0.058638472,-0.00788558,-0.047550403,0.04035937,0.018367605,-0.030991552,0.0027172891,0.025909306,-0.019444965,-0.025213288
S0913,3.18,3.18,85,1,1,1,1,1,4,2.5,0.04426692,-0.16384877,-0.16808523,0.03710987,0.26513156,-0.17550413,0.09889719,0.02330393,-0.019147748,0.092668004,-0.2557175,0.012788305,0.106653556,-0.123289704,0.05000021,0.053219344,-0.1106437,-0.04970966,-0.010655441,0.009824218,-0.02682952,-0.012349448,0.059090845,0.07136786,0.061419662,-0.013911524,-0.059154436,0.031578943,0.019634359,0.0033730925,-0.05090603,-0.049371928
S0914,3.6,3.6,89,0,1,1,1,1,5,2.0,0.13795434,0.32991937,0.05893951,-0.10492795,-0.07419915,-0.074366495,0.07150438,-0.09323423,-0.050266374,-0.036569417,0.08053821,-0.10050464,0.029236065,0.019823086,0.04872996,0.042679038,-0.08449461,0.00910089,-0.021687303,0.009092135,-0.0014383913,0.014075966,-0.02290755,0.011230025,-0.04660365,-0.037476365,-0.015065138,0.064931616,-0.03748521,-0.044492606,-0.013443232,-0.0070428755
S0915,3.2,3.2,71,1,1,1,1,1,5,2.0,0.020551533,-0.15573801,0.27779016,-0.21659078,-0.028486006,0.035480488,0.00786028,0.042123888,0.066412136,-0.0058164443,0.035568886,0.023185743,-0.011102226,0.06509865,0.022909047,0.0086480165,0.056844294,-0.010234325,0.01273633,0.04529522,0.042205434,0.0022691323,-0.04744378,0.054165456,0.0028929494,-0.07486174,-0.015894212,0.0017379337,-0.04087074,-0.010163129,-0.015252742,-0.011793513
S0916,3.24,3.24,85,2,1,1,1,1,5,2.0,-0.2171884,-0.004719568,-0.045003526,0.085528225,-0.1752426,0.041817814,-0.032618813,0.108960144,-0.06624982,-0.029182527,0.013769781,-0.0169406,-0.032950316,0.018184604,0.020917213,0.016255282,0.008520702,-0.038161352,0.02125815,-0.0031416418,0.02785081,0.026822247,0.020439604,-0.04315681,-0.069704205,0.092597686,-0.009903999,-0.014024975,0.03339599,-0.0019888803,-0.003113352,0.02273954
S0917,3.15,3.15,99,2,1,2,1,1,5,2.0,-0.24156082,0.025336022,0.028567083,0.016401105,0.11459873,-0.1825532,0.02615906,-0.16246109,-0.018792188,0.011156044,-0.07006743,0.056750715,0.04414583,0.061002083,0.04141341,0.0653455,0.08263708,-0.021627149,0.017485844,0.050390676,0.0053804168,-0.06359681,-0.022911685,0.012519315,-0.07362582,-0.048102,-0.012224437,0.010429896,-0.010159458,0.0015291752,0.075606,-0.03915265
S0918,4.0,4.0,99,0,1,1,1,1,5,2.0,0.19759427,0.14223026,0.116878256,0.085394576,-0.0674949,-0.056725558,-0.022775624,0.060051672,-0.12452019,0.022243803,-0.026071694,-0.008137195,-0.09512234,-0.061277684,-0.026625376,-0.039244965,-0.015757035,-0.036272895,0.0314763,0.042638175,-0.083656006,-0.005542549,-0.03799192,0.026964616,0.035114605,-0.027641058,-0.031675335,0.008186773,-0.050215974,-0.031871706,-0.013458423,-0.0065448345
S0919,3.32,3.32,83,3,1,1,1,1,4,2.5,0.23358385,-0.21831137,0.2115909,0.098533235,-0.17765112,-0.12547986,-0.032093983,-0.090347424,-0.018240264,0.021842714,0.087263815,-0.0320231,0.0651481,-0.07221779,-0.029217266,0.051114652,0.04055983,-0.060448486,-0.023150174,-0.025816364,-0.020564701,0.045395743,-0.007760521,-0.09911306,0.06980339,-0.043981463,0.001250705,0.019195432,0.056719553,-0.04294536,-0.011291492,0.010916996
S0920,3.1,3.1,92,2,1,1,1,1,5,2.0,0.043346796,-0.3088253,-0.12513475,0.18944328,-0.15068343,-0.0047516725,0.038341403,0.05168165,-0.07760674,-0.0637814,0.044772916,0.015024932,-0.11354477,-0.09650063,0.036567055,-0.03473654,0.019529875,0.04306539,0.05129685,0.0039170105,0.0374325,0.034928247,-0.003044162,-0.06206406,-0.029885376,0.00064011966,0.051681757,-0.039405644,-0.018905751,-0.01754396,0.012774961,0.05179888
S0921,3.54,3.54,100,0,1,1,1,1,5,2.0,-0.31078118,0.049708597,0.07142434,0.1390375,0.067957535,0.11110742,-0.06712083,-0.034092464,0.04369996,-0.015300297,0.08535378,-0.0032678994,0.035384443,-0.01929404,-0.045605727,0.015364477,0.0652786,0.01152154,-0.03782141,0.009541977,-0.004181991,0.057229932,-0.07283901,-0.05481854,0.038554925,-0.0056208367,0.027750261,-0.06421162,-0.049827006,0.015302421,0.025387993,-0.014471788
S0922,3.53,3.53,97,0,1,1,1,1,5,2.0,0.26615974,0.2705468,-0.041962758,-0.113001905,-0.004395233,0.019603964,0.012766235,0.13327003,0.07734278,-0.017670529,-0.09923264,-0.094796345,-0.0010063387,-0.0122421915,0.1120507,0.032130245,0.045049325,-0.09031141,-0.010420035,0.051424965,-0.021462992,0.03185809,0.04833549,0.027097417,-0.01990483,0.042084,-0.00090903987,-0.0113812145,-0.032575607,0.047623012,0.018373398,0.022265723
S0923,2.9,2.9,74,3,1,1,1,1,5,2.0,0.2618876,-0.19173697,0.16720921,0.19626147,-0.043425106,-0.03198895,0.026178231,0.055587262,0.06694589,-0.025432648,0.064924374,0.039240666,0.11796559,-0.080567114,-0.13881762,0.026929425,0.0020503106,0.06039627,0.032444313,-0.01682005,-0.07425989,-0.0071835807,0.02230673,-0.032085296,-0.051921345,0.033100147,-0.04496835,0.007934102,0.10350136,-0.015888473,0.0031780952,0.013771672
S0924,3.75,3.75,81,0,2,1,1,1,5,2.0,-0.21314931,-0.018845407,-0.27859554,-0.1874578,-0.10768023,-0.038554102,-0.016712347,-0.018233802,-0.025106113,0.05293849,-0.007997995,-0.022302391,-0.009527995,0.09918193,-0.047380764,0.020636383,0.025866164,0.05808997,0.044587914,-0.009112354,-0.032377325,-0.007715246,0.0025760797,0.0134184295,0.01724434,-0.0861515,-0.015601508,-0.0267171,0.0007786853,0.012629016,0.016896449,0.022232138
S0925,3.21,3.21,98,1,1,2,1,1,5,2.0,-0.21712646,0.024746576,-0.023008117,-0.131775,0.16411647,-0.11677613,0.0662964,0.009407422,-0.0679563,0.04734786,-0.014645024,-0.046331868,0.025082733,0.008533584,-0.031344607,-0.088950336,-0.06901613,-0.01893854,-0.029114176,0.10795673,0.015528482,0.07931817,-0.03129269,-0.032059837,0.09223311,0.009322949,-0.0064495667,-0.02502214,0.0318611,0.03676494,0.014048859,0.0016747065
S0926,3.79,3.79,100,1,1,1,1,1,5,2.0,0.17162769,0.22009552,-0.07548857,-0.086440496,-0.0141747305,0.0026875082,-0.05716845,-0.16014308,-0.024997447,0.029928513,-0.050359536,0.11468348,-0.01609392,-0.01798093,0.029475061,0.009854089,-0.03696436,-0.006386644,0.054527983,0.061664555,0.040647656,-0.055142954,-0.039107483,-0.0015094078,-0.051378112,-0.04713721,-0.026437366,0.0269809,-0.008193801,0.02922088,-0.014861281,0.012372428
S0927,2.82,2.82,73,3,1,1,1,1,5,2.0,-0.0091689145,0.040235434,0.30694473,-0.16841212,0.03796195,0.1044222,0.048224375,0.051829476,0.04855251,0.0048904954,-0.10579588,-0.083295174,-0.07163469,-0.09767272,-0.12526129,-0.038343154,0.07434698,0.0059190057,0.068077825,0.028218532,-0.0033369723,-0.06698392,-0.009687848,0.04753813,-0.018291526,-0.030187258,-0.032935023,0.0006258311,-0.068334736,-0.04344095,-0.022718577,0.04167839
S0928,3.66,3.66,85,2,1,1,1,1,5,2.0,-0.22080116,0.1333096,-0.026190074,0.009254885,-0.29053292,0.015240252,-0.017833576,0.036347482,0.0027500857,0.06709661,-0.035049547,-0.07305568,0.041413467,-0.010325271,-0.036591183,0.065621525,-0.033750013,0.013686554,-0.00093302835,0.0823907,-0.023378847,-0.055854157,0.03220432,0.045963988,-0.008958628,-0.011925776,-0.009743211,0.009653579,-0.00015668791,-0.010852987,-0.029307144,-0.008732923
