job_id,job_title,company,location,department,job_level,required_experience_years,required_skills,preferred_certificates,date_posted,job_url,job_description
J0790,Lead Machine Learning Engineer,Techsol Egypt Group,Hurghada,AI,Mid,7,"Git, Rest Apis, Java, Node.Js, Sql, Python",AWS Certified Solutions Architect,2025-10-25,https//example.com/jobs/190,"Looking for a Mid Machine Learning Engineer to join TechSol Egypt. Must have experience in Git, REST APIs, Java. Preferred certification AWS Certified Solutions Architect."
J0791,Junior Mobile Developer,Giza Networks Group,Cairo,Software,Intern,0,"Terraform, Tcp/Ip, Java, Microservices, Hadoop",Huawei HCIA,2025-09-27,https//example.com/jobs/191,"Looking for a Intern Mobile Developer to join Giza Networks. Must have experience in Terraform, TCP/IP, Java. Preferred certification Huawei HCIA."
J0792,Principal Full Stack Developer,Pyramid Solutions Group,Alexandria,Software,Junior,6,"Linux, Numpy, Node.Js, Computer Vision, Ci/Cd, Docker, React",Huawei HCIP,2025-11-04,https//example.com/jobs/192,"Looking for a Junior Full Stack Developer to join Pyramid Solutions. Must have experience in Linux, NumPy, Node.js. Preferred certification Huawei HCIP."
J0793,Mid-Level Ai Researcher,Pharos Ai Ltd,Giza,AI,Mid,2,"Numpy, Pandas, Hipaa, React, Python, Node.Js",Certified Information Systems Security Professional (CISSP),2025-09-24,https//example.com/jobs/193,"Looking for a Mid AI Researcher to join Pharos AI. Must have experience in NumPy, Pandas, HIPAA. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0794,Senior Software Engineer,Futurevision Group,Alexandria,Software,Junior,9,"Iso27001, Django, Ansible, C, Aws, Kubernetes",Huawei HCIP,2025-11-17,https//example.com/jobs/194,"Looking for a Junior Software Engineer to join FutureVision. Must have experience in ISO27001, Django, Ansible. Preferred certification Huawei HCIP."
J0795,Principal Embedded Systems Engineer,Smartdata Labs Group,Mansoura,Network,Intern,0,"Linux, Terraform, Iso27001",AWS Certified Solutions Architect,2025-10-02,https//example.com/jobs/195,"Looking for a Intern Embedded Systems Engineer to join SmartData Labs. Must have experience in Linux, Terraform, ISO27001. Preferred certification AWS Certified Solutions Architect."
J0796,Mid-Level Cloud Engineer,Techsol Egypt Inc,Hurghada,Cloud/DevOps,Mid,9,"Routing, Sql, Iso27001, React, Docker",Huawei HCIP,2025-10-27,https//example.com/jobs/196,"Looking for a Mid Cloud Engineer to join TechSol Egypt. Must have experience in Routing, SQL, ISO27001. Preferred certification Huawei HCIP."
J0797,Lead Cybersecurity Analyst,Masrsoft Inc,Tanta,Other,Mid,5,"Microservices, Nlp, Javascript, Node.Js, Python",AWS Certified Developer,2025-10-18,https//example.com/jobs/197,"Looking for a Mid Cybersecurity Analyst to join MasrSoft. Must have experience in Microservices, NLP, JavaScript. Preferred certification AWS Certified Developer."
J0798,Lead Ai Researcher,Nilesoft Ltd,Tanta,AI,Mid,8,"Java, Linux, Elasticsearch, Rest Apis, Aws",Cisco CCNP,2025-10-26,https//example.com/jobs/198,"Looking for a Mid AI Researcher to join NileSoft. Must have experience in Java, Linux, ElasticSearch. Preferred certification Cisco CCNP."
J0799,Mid-Level Cybersecurity Analyst,Giza Networks Ltd,Alexandria,Other,Mid,9,"Tcp/Ip, Azure, React, Aws, Node.Js, Python",AWS Certified Developer,2025-10-08,https//example.com/jobs/199,"Looking for a Mid Cybersecurity Analyst to join Giza Networks. Must have experience in TCP/IP, Azure, React. Preferred certification AWS Certified Developer."
J0800,Senior Machine Learning Engineer,Giza Networks Inc,Alexandria,AI,Senior,10,"Django, Node.Js, Python, Routing, Elasticsearch, Docker",Cisco CCNP,2025-11-08,https//example.com/jobs/200,"Looking for a Senior Machine Learning Engineer to join Giza Networks. Must have experience in Django, Node.js, Python. Preferred certification Cisco CCNP."
J0801,Senior Network Engineer,Nilesoft Ltd,Alexandria,Network,Junior,7,"Hipaa, Firewalls, Microservices, Spark, Django, Java",AWS Certified Developer,2025-10-13,https//example.com/jobs/201,"Looking for a Junior Network Engineer to join NileSoft. Must have experience in HIPAA, Firewalls, Microservices. Preferred certification AWS Certified Developer."
J0802,Senior Mobile Developer,Nilesoft Group,Tanta,Software,Senior,7,"Spark, Pandas, Node.Js, Hipaa, Azure, Docker",Not Specified,2025-10-01,https//example.com/jobs/202,"Looking for a Senior Mobile Developer to join NileSoft. Must have experience in Spark, Pandas, Node.js. Preferred certification not required."
J0803,Lead Cybersecurity Analyst,Cairocloud Solutions,Alexandria,Other,Junior,5,"Pytorch, React, Sql, Hadoop, Linux, Spark, Aws, Docker",Cisco CCNA,2025-10-21,https//example.com/jobs/203,"Looking for a Junior Cybersecurity Analyst to join CairoCloud. Must have experience in PyTorch, React, SQL. Preferred certification Cisco CCNA."
J0804,Mid-Level Frontend Developer,Alex Tech Solutions,Mansoura,Software,Senior,14,"Docker, Ci/Cd, Django, Tensorflow, Routing, Python, Numpy, Kubernetes, React",Cisco CCNP,2025-11-13,https//example.com/jobs/204,"Looking for a Senior Frontend Developer to join ALEX Tech. Must have experience in Docker, CI/CD, Django. Preferred certification Cisco CCNP."
J0805,Mid-Level Quality Assurance Engineer,Giza Networks Inc,Tanta,Software,Mid,8,"Tensorflow, Routing, Switching, Docker, Git, Hipaa, Nosql, Python, Node.Js",Google Professional Data Engineer,2025-10-11,https//example.com/jobs/205,"Looking for a Mid Quality Assurance Engineer to join Giza Networks. Must have experience in TensorFlow, Routing, Switching. Preferred certification Google Professional Data Engineer."
J0806,Mid-Level Systems Administrator,Futurevision Egypt,Suez,Network,Lead,9,"Pandas, Linux, Numpy, Computer Vision, Flask",Huawei HCIP,2025-10-28,https//example.com/jobs/206,"Looking for a Lead Systems Administrator to join FutureVision. Must have experience in Pandas, Linux, NumPy. Preferred certification Huawei HCIP."
J0807,Junior Mobile Developer,Cairocloud Solutions,Cairo,Software,Lead,13,"Elasticsearch, Tcp/Ip, React, Spark",Certified Information Systems Security Professional (CISSP),2025-09-29,https//example.com/jobs/207,"Looking for a Lead Mobile Developer to join CairoCloud. Must have experience in ElasticSearch, TCP/IP, React. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0808,Senior Systems Administrator,Delta Systems Group,Mansoura,Network,Mid,7,"React, Elasticsearch, Git, Numpy, Microservices, Spark, Aws, Docker",Not Specified,2025-09-23,https//example.com/jobs/208,"Looking for a Mid Systems Administrator to join Delta Systems. Must have experience in React, ElasticSearch, Git. Preferred certification not required."
J0809,Principal Devops Engineer,Futurevision Ltd,Giza,Cloud/DevOps,Junior,6,"Sql, C, Iso27001, Numpy, 5G",Google Professional Data Engineer,2025-09-27,https//example.com/jobs/209,"Looking for a Junior DevOps Engineer to join FutureVision. Must have experience in SQL, C, ISO27001. Preferred certification Google Professional Data Engineer."
J0810,Lead Software Engineer,Nilesoft Group,Mansoura,Software,Junior,5,"Computer Vision, Numpy, Ci/Cd, Microservices, Pytorch, Nlp, Kubernetes, Python",AWS Certified Solutions Architect,2025-10-21,https//example.com/jobs/210,"Looking for a Junior Software Engineer to join NileSoft. Must have experience in Computer Vision, NumPy, CI/CD. Preferred certification AWS Certified Solutions Architect."
J0811,Lead Full Stack Developer,Pharos Ai Solutions,Aswan,Software,Senior,6,"Pytorch, Nlp, Routing, Python, React, Aws",Cisco CCNP,2025-10-20,https//example.com/jobs/211,"Looking for a Senior Full Stack Developer to join Pharos AI. Must have experience in PyTorch, NLP, Routing. Preferred certification Cisco CCNP."
J0812,Principal Data Analyst,Pyramid Solutions Group,Suez,Data,Junior,4,"Elasticsearch, Switching, React, Routing, C, Flask, Tensorflow",AWS Certified Solutions Architect,2025-11-14,https//example.com/jobs/212,"Looking for a Junior Data Analyst to join Pyramid Solutions. Must have experience in ElasticSearch, Switching, React. Preferred certification AWS Certified Solutions Architect."
J0813,Junior Cloud Engineer,Masrsoft Egypt,Giza,Cloud/DevOps,Mid,4,"Ansible, Nosql, Hipaa, Sql, Kubernetes",Cisco CCNP,2025-10-26,https//example.com/jobs/213,"Looking for a Mid Cloud Engineer to join MasrSoft. Must have experience in Ansible, NoSQL, HIPAA. Preferred certification Cisco CCNP."
J0814,Lead Database Administrator,Smartdata Labs Inc,Hurghada,Data,Senior,6,"Hadoop, Numpy, Java, Docker",Certified Information Systems Security Professional (CISSP),2025-10-28,https//example.com/jobs/214,"Looking for a Senior Database Administrator to join SmartData Labs. Must have experience in Hadoop, NumPy, Java. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0815,Mid-Level Database Administrator,Giza Networks Solutions,Cairo,Data,Senior,9,"React, Iso27001, Django, Terraform, Nosql, Tensorflow, Node.Js, Kubernetes",Cisco CCNP,2025-10-11,https//example.com/jobs/215,"Looking for a Senior Database Administrator to join Giza Networks. Must have experience in React, ISO27001, Django. Preferred certification Cisco CCNP."
J0816,Junior Data Analyst,Smartdata Labs Inc,Giza,Data,Junior,9,"Switching, Pandas, Numpy, Flask, Nlp, Ansible, Ci/Cd",Huawei HCIA,2025-11-12,https//example.com/jobs/216,"Looking for a Junior Data Analyst to join SmartData Labs. Must have experience in Switching, Pandas, NumPy. Preferred certification Huawei HCIA."
J0817,Junior Systems Administrator,Deltabyte Egypt,Giza,Network,Mid,7,"Azure, Routing, Flask, Aws, React",Huawei HCIA,2025-10-14,https//example.com/jobs/217,"Looking for a Mid Systems Administrator to join DeltaByte. Must have experience in Azure, Routing, Flask. Preferred certification Huawei HCIA."
J0818,Junior Machine Learning Engineer,Pyramid Solutions Egypt,Aswan,AI,Mid,5,"Pandas, Hadoop, Nosql, Rest Apis, Hipaa, Sql, Terraform, Node.Js, Kubernetes, Docker",Cisco CCNA,2025-09-29,https//example.com/jobs/218,"Looking for a Mid Machine Learning Engineer to join Pyramid Solutions. Must have experience in Pandas, Hadoop, NoSQL. Preferred certification Cisco CCNA."
J0819,Mid-Level Data Scientist,Alex Tech Solutions,Suez,AI,Mid,5,"Rest Apis, Tensorflow, Docker, Kubernetes",Google Professional Data Engineer,2025-10-26,https//example.com/jobs/219,"Looking for a Mid Data Scientist to join ALEX Tech. Must have experience in REST APIs, TensorFlow, Docker. Preferred certification Google Professional Data Engineer."
J0820,Junior It Support Engineer,Masrsoft Ltd,Suez,Cloud/DevOps,Mid,9,"Elasticsearch, Rest Apis, Sql, Node.Js, Java, Aws",Cisco CCNA,2025-09-23,https//example.com/jobs/220,"Looking for a Mid IT Support Engineer to join MasrSoft. Must have experience in ElasticSearch, REST APIs, SQL. Preferred certification Cisco CCNA."
J0821,Principal Network Engineer,Delta Systems Ltd,Mansoura,Network,Junior,9,"Rest Apis, Hipaa, Microservices, Flask, Terraform, Linux, Computer Vision, Kubernetes, Python",Not Specified,2025-11-12,https//example.com/jobs/221,"Looking for a Junior Network Engineer to join Delta Systems. Must have experience in REST APIs, HIPAA, Microservices. Preferred certification not required."
J0822,Principal Backend Developer,Cloudworks Egypt Inc,Suez,Software,Mid,6,"Azure, Routing, C, Node.Js, Python, Tensorflow",Certified Information Systems Security Professional (CISSP),2025-10-07,https//example.com/jobs/222,"Looking for a Mid Backend Developer to join CloudWorks Egypt. Must have experience in Azure, Routing, C. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0823,Mid-Level Devops Engineer,Nilesoft Inc,Suez,Cloud/DevOps,Senior,5,"Kubernetes, Firewalls, Nlp, Hadoop",Huawei HCIA,2025-10-30,https//example.com/jobs/223,"Looking for a Senior DevOps Engineer to join NileSoft. Must have experience in Kubernetes, Firewalls, NLP. Preferred certification Huawei HCIA."
J0824,Principal Machine Learning Engineer,Cloudworks Egypt Ltd,Hurghada,AI,Senior,6,"Nlp, Terraform, Linux, Iso27001, Sql, Switching, Tcp/Ip, Tensorflow",Cisco CCNA,2025-10-27,https//example.com/jobs/224,"Looking for a Senior Machine Learning Engineer to join CloudWorks Egypt. Must have experience in NLP, Terraform, Linux. Preferred certification Cisco CCNA."
J0825,Mid-Level Network Engineer,Pyramid Solutions Group,Giza,Network,Junior,8,"Linux, Tensorflow, Azure",Huawei HCIA,2025-11-05,https//example.com/jobs/225,"Looking for a Junior Network Engineer to join Pyramid Solutions. Must have experience in Linux, TensorFlow, Azure. Preferred certification Huawei HCIA."
J0826,Lead Cloud Engineer,Delta Systems Inc,Aswan,Cloud/DevOps,Mid,5,"Pandas, Elasticsearch, React, Node.Js, Numpy, Microservices, Aws",Cisco CCNA,2025-11-04,https//example.com/jobs/226,"Looking for a Mid Cloud Engineer to join Delta Systems. Must have experience in Pandas, ElasticSearch, React. Preferred certification Cisco CCNA."
J0827,Senior Devops Engineer,Smartdata Labs Ltd,Suez,Cloud/DevOps,Junior,2,"Ci/Cd, Nlp, React, Aws",Not Specified,2025-10-16,https//example.com/jobs/227,"Looking for a Junior DevOps Engineer to join SmartData Labs. Must have experience in CI/CD, NLP, React. Preferred certification not required."
J0828,Mid-Level Data Analyst,Giza Networks Group,Hurghada,Data,Mid,8,"5G, Hipaa, Iso27001, Tensorflow, Rest Apis, Aws",Cisco CCNP,2025-11-17,https//example.com/jobs/228,"Looking for a Mid Data Analyst to join Giza Networks. Must have experience in 5G, HIPAA, ISO27001. Preferred certification Cisco CCNP."
J0829,Principal Backend Developer,Techsol Egypt Group,Giza,Software,Mid,10,"Flask, Sql, Elasticsearch, Python, Aws",Certified Information Systems Security Professional (CISSP),2025-09-21,https//example.com/jobs/229,"Looking for a Mid Backend Developer to join TechSol Egypt. Must have experience in Flask, SQL, ElasticSearch. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0830,Senior Database Administrator,Delta Systems Group,Alexandria,Data,Senior,10,"Linux, Node.Js, Computer Vision, Gcp, React",AWS Certified Developer,2025-10-14,https//example.com/jobs/230,"Looking for a Senior Database Administrator to join Delta Systems. Must have experience in Linux, Node.js, Computer Vision. Preferred certification AWS Certified Developer."
J0831,Junior Data Scientist,Techsol Egypt Group,Aswan,AI,Mid,4,"Node.Js, Django, Python, Kubernetes, Git, React, Tensorflow, Aws",Huawei HCIA,2025-10-28,https//example.com/jobs/231,"Looking for a Mid Data Scientist to join TechSol Egypt. Must have experience in Node.js, Django, Python. Preferred certification Huawei HCIA."
J0832,Senior Ai Researcher,Pyramid Solutions Group,Suez,AI,Intern,2,"Flask, Hadoop, Tensorflow, Git, React, Docker",Huawei HCIP,2025-10-15,https//example.com/jobs/232,"Looking for a Intern AI Researcher to join Pyramid Solutions. Must have experience in Flask, Hadoop, TensorFlow. Preferred certification Huawei HCIP."
J0833,Senior Frontend Developer,Futurevision Inc,Giza,Software,Junior,7,"Tensorflow, Pandas, Pytorch, React, Ansible",AWS Certified Solutions Architect,2025-10-30,https//example.com/jobs/233,"Looking for a Junior Frontend Developer to join FutureVision. Must have experience in TensorFlow, Pandas, PyTorch. Preferred certification AWS Certified Solutions Architect."
J0834,Principal Data Scientist,Smartdata Labs Ltd,Tanta,AI,Senior,7,"Elasticsearch, Kubernetes, Node.Js, Django, Tensorflow, Flask, Sql, Docker",Google Professional Data Engineer,2025-10-13,https//example.com/jobs/234,"Looking for a Senior Data Scientist to join SmartData Labs. Must have experience in ElasticSearch, Kubernetes, Node.js. Preferred certification Google Professional Data Engineer."
J0835,Junior Database Administrator,Alex Tech Group,Alexandria,Data,Junior,4,"Hipaa, Tcp/Ip, Java, Routing, Sql, Python, Node.Js",Huawei HCIP,2025-10-24,https//example.com/jobs/235,"Looking for a Junior Database Administrator to join ALEX Tech. Must have experience in HIPAA, TCP/IP, Java. Preferred certification Huawei HCIP."
J0836,Senior Quality Assurance Engineer,Pyramid Solutions Egypt,Hurghada,Software,Senior,8,"Azure, Rest Apis, Pandas, React, Aws",AWS Certified Developer,2025-10-06,https//example.com/jobs/236,"Looking for a Senior Quality Assurance Engineer to join Pyramid Solutions. Must have experience in Azure, REST APIs, Pandas. Preferred certification AWS Certified Developer."
J0837,Principal Product Manager,Masrsoft Solutions,Giza,Software,Mid,2,"Switching, Tensorflow, Pandas, Iso27001, Spark, Aws, Node.Js",Cisco CCNP,2025-10-25,https//example.com/jobs/237,"Looking for a Mid Product Manager to join MasrSoft. Must have experience in Switching, TensorFlow, Pandas. Preferred certification Cisco CCNP."
J0838,Senior Data Scientist,Cloudworks Egypt Group,Suez,AI,Lead,8,"Firewalls, React, Python, Docker",Cisco CCNA,2025-10-04,https//example.com/jobs/238,"Looking for a Lead Data Scientist to join CloudWorks Egypt. Must have experience in Firewalls, React, Python. Preferred certification Cisco CCNA."
J0839,Lead Backend Developer,Techsol Egypt Group,Aswan,Software,Mid,9,"Numpy, Node.Js, Terraform, Hipaa, Pytorch, Linux, Kubernetes, Docker",AWS Certified Developer,2025-10-10,https//example.com/jobs/239,"Looking for a Mid Backend Developer to join TechSol Egypt. Must have experience in NumPy, Node.js, Terraform. Preferred certification AWS Certified Developer."
J0840,Senior Frontend Developer,Pyramid Solutions Solutions,Hurghada,Software,Lead,8,"Switching, Numpy, React, Routing, Hadoop, Azure, Javascript, Tensorflow, Docker",Huawei HCIP,2025-09-26,https//example.com/jobs/240,"Looking for a Lead Frontend Developer to join Pyramid Solutions. Must have experience in Switching, NumPy, React. Preferred certification Huawei HCIP."
J0841,Senior Database Administrator,Nilesoft Ltd,Suez,Data,Mid,2,"Nosql, Flask, Python, Tensorflow, Sql",Certified Information Systems Security Professional (CISSP),2025-11-20,https//example.com/jobs/241,"Looking for a Mid Database Administrator to join NileSoft. Must have experience in NoSQL, Flask, Python. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0842,Mid-Level Devops Engineer,Pyramid Solutions Group,Mansoura,Cloud/DevOps,Junior,3,"Flask, Java, 5G, Hadoop, Linux, Docker",Not Specified,2025-09-25,https//example.com/jobs/242,"Looking for a Junior DevOps Engineer to join Pyramid Solutions. Must have experience in Flask, Java, 5G. Preferred certification not required."
J0843,Mid-Level Network Engineer,Futurevision Group,Giza,Network,Mid,7,"Rest Apis, Iso27001, Sql, Python, Kubernetes",Cisco CCNP,2025-10-01,https//example.com/jobs/243,"Looking for a Mid Network Engineer to join FutureVision. Must have experience in REST APIs, ISO27001, SQL. Preferred certification Cisco CCNP."
J0844,Mid-Level Network Engineer,Cloudworks Egypt Group,Giza,Network,Senior,8,"Microservices, Python, C, Azure, Tensorflow, Docker",AWS Certified Solutions Architect,2025-10-21,https//example.com/jobs/244,"Looking for a Senior Network Engineer to join CloudWorks Egypt. Must have experience in Microservices, Python, C. Preferred certification AWS Certified Solutions Architect."
J0845,Mid-Level Devops Engineer,Giza Networks Egypt,Alexandria,Cloud/DevOps,Junior,3,"Spark, Aws, Switching, Azure, Firewalls, Hipaa, Linux, Python, Sql, React",AWS Certified Developer,2025-10-27,https//example.com/jobs/245,"Looking for a Junior DevOps Engineer to join Giza Networks. Must have experience in Spark, AWS, Switching. Preferred certification AWS Certified Developer."
J0846,Lead Devops Engineer,Nilesoft Egypt,Cairo,Cloud/DevOps,Junior,1,"React, Ci/Cd, Tcp/Ip, Routing, Switching, Node.Js, Docker, Sql, Kubernetes",Not Specified,2025-10-20,https//example.com/jobs/246,"Looking for a Junior DevOps Engineer to join NileSoft. Must have experience in React, CI/CD, TCP/IP. Preferred certification not required."
J0847,Lead Software Engineer,Alex Tech Ltd,Hurghada,Software,Junior,4,"Azure, Ci/Cd, Computer Vision, Rest Apis, Docker, Firewalls, Pytorch, Python, Aws",AWS Certified Solutions Architect,2025-11-19,https//example.com/jobs/247,"Looking for a Junior Software Engineer to join ALEX Tech. Must have experience in Azure, CI/CD, Computer Vision. Preferred certification AWS Certified Solutions Architect."
J0848,Senior Database Administrator,Techsol Egypt Group,Hurghada,Data,Mid,3,"Python, Pandas, Routing, Django, Kubernetes, Sql, Docker, Node.Js",Not Specified,2025-10-06,https//example.com/jobs/248,"Looking for a Mid Database Administrator to join TechSol Egypt. Must have experience in Python, Pandas, Routing. Preferred certification not required."
J0849,Principal Database Administrator,Smartdata Labs Inc,Cairo,Data,Lead,9,"Node.Js, C, Aws, Ansible, Spark, React",Cisco CCNP,2025-10-20,https//example.com/jobs/249,"Looking for a Lead Database Administrator to join SmartData Labs. Must have experience in Node.js, C, AWS. Preferred certification Cisco CCNP."
J0850,Senior Frontend Developer,Deltabyte Inc,Giza,Software,Mid,8,"Firewalls, Iso27001, Javascript, Node.Js, Python",Google Professional Data Engineer,2025-11-02,https//example.com/jobs/250,"Looking for a Mid Frontend Developer to join DeltaByte. Must have experience in Firewalls, ISO27001, JavaScript. Preferred certification Google Professional Data Engineer."
J0851,Mid-Level Machine Learning Engineer,Delta Systems Solutions,Mansoura,AI,Junior,8,"Switching, Firewalls, Elasticsearch, Linux, Aws, React, Node.Js, Tensorflow",Huawei HCIP,2025-09-29,https//example.com/jobs/251,"Looking for a Junior Machine Learning Engineer to join Delta Systems. Must have experience in Switching, Firewalls, ElasticSearch. Preferred certification Huawei HCIP."
J0852,Principal Embedded Systems Engineer,Nilesoft Egypt,Alexandria,Network,Junior,7,"Switching, Spark, Flask, Terraform, Nlp, Kubernetes, Python, Sql, React",Certified Information Systems Security Professional (CISSP),2025-10-10,https//example.com/jobs/252,"Looking for a Junior Embedded Systems Engineer to join NileSoft. Must have experience in Switching, Spark, Flask. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0853,Principal Business Analyst,Pharos Ai Egypt,Giza,Data,Junior,4,"C, Kubernetes, Switching, Pytorch, Node.Js, Azure, Nlp",Google Professional Data Engineer,2025-10-23,https//example.com/jobs/253,"Looking for a Junior Business Analyst to join Pharos AI. Must have experience in C, Kubernetes, Switching. Preferred certification Google Professional Data Engineer."
J0854,Principal Backend Developer,Masrsoft Group,Mansoura,Software,Junior,2,"Numpy, Elasticsearch, Hipaa",Not Specified,2025-10-06,https//example.com/jobs/254,"Looking for a Junior Backend Developer to join MasrSoft. Must have experience in NumPy, ElasticSearch, HIPAA. Preferred certification not required."
J0855,Senior Full Stack Developer,Smartdata Labs Ltd,Giza,Software,Senior,6,"Python, Javascript, Aws, Tensorflow, React, Node.Js",Huawei HCIA,2025-10-03,https//example.com/jobs/255,"Looking for a Senior Full Stack Developer to join SmartData Labs. Must have experience in Python, JavaScript, AWS. Preferred certification Huawei HCIA."
J0856,Lead Cybersecurity Analyst,Alex Tech Inc,Giza,Other,Mid,4,"Java, React, Docker, Kubernetes, Node.Js",Certified Information Systems Security Professional (CISSP),2025-11-11,https//example.com/jobs/256,"Looking for a Mid Cybersecurity Analyst to join ALEX Tech. Must have experience in Java, React, Docker. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0857,Junior Machine Learning Engineer,Nilesoft Inc,Tanta,AI,Junior,9,"Sql, Iso27001, Hadoop, Aws",Google Professional Data Engineer,2025-10-22,https//example.com/jobs/257,"Looking for a Junior Machine Learning Engineer to join NileSoft. Must have experience in SQL, ISO27001, Hadoop. Preferred certification Google Professional Data Engineer."
J0858,Junior Software Engineer,Giza Networks Egypt,Aswan,Software,Junior,5,"Linux, Elasticsearch, Pytorch, C, Kubernetes",Huawei HCIP,2025-11-01,https//example.com/jobs/258,"Looking for a Junior Software Engineer to join Giza Networks. Must have experience in Linux, ElasticSearch, PyTorch. Preferred certification Huawei HCIP."
J0859,Principal Systems Administrator,Smartdata Labs Ltd,Aswan,Network,Senior,12,"Node.Js, Linux, Pandas, Aws, Kubernetes",Huawei HCIA,2025-10-17,https//example.com/jobs/259,"Looking for a Senior Systems Administrator to join SmartData Labs. Must have experience in Node.js, Linux, Pandas. Preferred certification Huawei HCIA."
J0860,Principal Data Analyst,Masrsoft Ltd,Hurghada,Data,Mid,1,"Nlp, Git, Terraform, Rest Apis, Firewalls, Microservices, Node.Js, Tensorflow",Cisco CCNP,2025-10-15,https//example.com/jobs/260,"Looking for a Mid Data Analyst to join MasrSoft. Must have experience in NLP, Git, Terraform. Preferred certification Cisco CCNP."
J0861,Mid-Level Network Engineer,Cairocloud Inc,Cairo,Network,Junior,6,"Linux, Javascript, Git",Not Specified,2025-10-13,https//example.com/jobs/261,"Looking for a Junior Network Engineer to join CairoCloud. Must have experience in Linux, JavaScript, Git. Preferred certification not required."
J0862,Principal Embedded Systems Engineer,Delta Systems Egypt,Alexandria,Network,Junior,6,"Terraform, Javascript, Aws, Iso27001, Pandas, Docker",Cisco CCNP,2025-11-19,https//example.com/jobs/262,"Looking for a Junior Embedded Systems Engineer to join Delta Systems. Must have experience in Terraform, JavaScript, AWS. Preferred certification Cisco CCNP."
J0863,Mid-Level Data Scientist,Cairocloud Inc,Hurghada,AI,Mid,6,"Java, Nlp, Pytorch, Docker, Rest Apis, Routing, Nosql, Sql, Tensorflow",Certified Information Systems Security Professional (CISSP),2025-09-23,https//example.com/jobs/263,"Looking for a Mid Data Scientist to join CairoCloud. Must have experience in Java, NLP, PyTorch. Preferred certification Certified Information Systems Security Professional (CISSP)."
J0864,Junior Frontend Developer,Techsol Egypt Group,Hurghada,Software,Mid,0,"Git, Python, 5G, Docker, Tensorflow, Hipaa, Nosql",Cisco CCNP,2025-09-24,https//example.com/jobs/264,"Looking for a Mid Frontend Developer to join TechSol Egypt. Must have experience in Git, Python, 5G. Preferred certification Cisco CCNP."
J0865,Senior Software Engineer,Cairocloud Group,Alexandria,Software,Senior,10,"Computer Vision, Numpy, Firewalls",AWS Certified Developer,2025-10-12,https//example.com/jobs/265,"Looking for a Senior Software Engineer to join CairoCloud. Must have experience in Computer Vision, NumPy, Firewalls. Preferred certification AWS Certified Developer."
J0866,Mid-Level Systems Administrator,Alex Tech Ltd,Alexandria,Network,Lead,12,"Switching, Nosql, Hipaa, Nlp, Aws, Iso27001, Tensorflow",Google Professional Data Engineer,2025-10-10,https//example.com/jobs/266,"Looking for a Lead Systems Administrator to join ALEX Tech. Must have experience in Switching, NoSQL, HIPAA. Preferred certification Google Professional Data Engineer."
J0867,Lead Systems Administrator,Cairocloud Inc,Alexandria,Network,Senior,11,"C, Nosql, Switching, Aws, Django, Rest Apis, Pytorch, Kubernetes, Tensorflow, Node.Js",Cisco CCNP,2025-11-07,https//example.com/jobs/267,"Looking for a Senior Systems Administrator to join CairoCloud. Must have experience in C, NoSQL, Switching. Preferred certification Cisco CCNP."
J0868,Junior Frontend Developer,Delta Systems Group,Tanta,Software,Lead,9,"5G, Elasticsearch, Python, Tensorflow, Kubernetes",Cisco CCNA,2025-10-04,https//example.com/jobs/268,"Looking for a Lead Frontend Developer to join Delta Systems. Must have experience in 5G, ElasticSearch, Python. Preferred certification Cisco CCNA."
J0869,Lead Ai Researcher,Futurevision Inc,Giza,AI,Mid,1,"Javascript, Pandas, Elasticsearch, Python",Google Professional Data Engineer,2025-10-01,https//example.com/jobs/269,"Looking for a Mid AI Researcher to join FutureVision. Must have experience in JavaScript, Pandas, ElasticSearch. Preferred certification Google Professional Data Engineer."
J0870,Senior Database Administrator,Smartdata Labs Ltd,Aswan,Data,Mid,7,"Git, Iso27001, Aws, Kubernetes, Tensorflow",Huawei HCIA,2025-10-19,https//example.com/jobs/270,"Looking for a Mid Database Administrator to join SmartData Labs. Must have experience in Git, ISO27001, AWS. Preferred certification Huawei HCIA."
J0871,Lead Frontend Developer,Cloudworks Egypt Inc,Cairo,Software,Junior,6,"Django, React, 5G, Sql, Pandas, Python",Huawei HCIA,2025-11-06,https//example.com/jobs/271,"Looking for a Junior Frontend Developer to join CloudWorks Egypt. Must have experience in Django, React, 5G. Preferred certification Huawei HCIA."
J0872,Lead Frontend Developer,Pyramid Solutions Solutions,Giza,Software,Junior,10,"Hadoop, Sql, Javascript, Tensorflow",AWS Certified Developer,2025-10-12,https//example.com/jobs/272,"Looking for a Junior Frontend Developer to join Pyramid Solutions. Must have experience in Hadoop, SQL, JavaScript. Preferred certification AWS Certified Developer."
