CourseProvider,CourseTitle,Description,SkillsGained,Department,Level,Track
AWS,AWS Developer: Building Serverless Applications - Cohort 1 (Part 3),Designing and building serverless backends using AWS Lambda.,Lambda;API Gateway;DynamoDB;Event-Driven Design,CS,Beginner,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 2 (Part 1),"Automating builds, tests, and deployments using AWS developer tools.",CodeBuild;CodeDeploy;CodePipeline;CI/CD;Kubernetes,CS,Intermediate,DevOps
Huawei,HCIA-Cloud Computing - Cohort 3 (Part 1),Intro to Huawei Cloud Computing,Cloud;Virtualization;Docker,Network,Advanced,Cloud
Huawei,HCIP-Datacom - Cohort 4 (Part 1),Professional routing & switching,Routing;Switching;Python,Network,Beginner,Networking
Huawei,Big Data Developer - Cohort 5 (Part 2),Big Data development with Huawei,Big Data;ETL,IS,Intermediate,Data
Huawei,AI Talent Program - Cohort 6 (Part 3),Machine & Deep Learning,Machine Learning;Deep Learning,AI,Advanced,ML
AWS,AWS Developer Path - Cohort 7 (Part 1),Full stack AWS application development,Python;Web;Cloud;Kubernetes,CS,Beginner,DevOps
AWS,AWS ML Specialty - Cohort 8 (Part 2),AWS AI/ML Engineer certification track,ML;NLP;AWS Sagemaker,AI,Intermediate,ML
AWS,AWS Data Analytics - Cohort 9 (Part 3),Data analysis at scale on AWS,Data Analysis;BI,IS,Advanced,Data
AWS,AWS Cloud Architecture Path - Cohort 10 (Part 3),Design and operate secure cloud infrastructure,Architecture;Cloud Security;Machine Learning,Network,Beginner,Cloud
Huawei,HCIA-Cloud Computing - Cohort 11 (Part 3),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.",Cloud Computing;Virtualization;Elastic Compute;Object Storage;Kubernetes,Network,Intermediate,Cloud
Huawei,HCIP-Cloud Computing - Cohort 12 (Part 1),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.",Cloud Architecture;Load Balancing;High Availability;Disaster Recovery;Machine Learning,Network,Advanced,Cloud
Huawei,HCIA-Datacom - Cohort 13 (Part 3),Routing and switching basics for enterprise networks.,Routing;Switching;VLAN;OSPF,Network,Beginner,Networking
Huawei,HCIP-Datacom - Cohort 14 (Part 2),Professional-level configuration and troubleshooting of data communication networks.,BGP;MPLS;QoS;Network Troubleshooting;Kubernetes;Docker,Network,Intermediate,Networking
Huawei,HCIA-AI - Cohort 15 (Part 1),Introduction to artificial intelligence concepts and Huawei AI solutions.,Machine Learning;Deep Learning;Python;Data Preprocessing,AI,Advanced,ML
Huawei,HCIP-AI-Developer - Cohort 1 (Part 1),Developing and deploying AI applications on Huawei platforms.,Model Training;Model Deployment;TensorFlow;MindSpore;React;AWS,AI,Beginner,ML
Huawei,Huawei Big Data Developer - Cohort 2 (Part 3),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.",Hadoop;Spark;ETL;Data Warehousing;Kubernetes,IS,Intermediate,Data
Huawei,Huawei Data Warehouse and BI - Cohort 3 (Part 3),Designing and implementing data warehouse and BI solutions.,Data Modeling;Star Schema;BI Dashboards;SQL;Kubernetes,IS,Advanced,Data
Huawei,Huawei Cloud DevOps - Cohort 4 (Part 3),CI/CD pipelines and DevOps practices on Huawei Cloud.,CI/CD;Docker;Kubernetes;GitLab CI,CS,Beginner,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 5 (Part 3),End-to-end web and API development using Huawei cloud services.,REST APIs;JavaScript;Spring Boot;Microservices,CS,Intermediate,Software
AWS,AWS Academy Cloud Foundations - Cohort 6 (Part 3),Entry-level concepts of AWS global infrastructure and core services.,AWS EC2;S3;IAM;VPC Basics,Network,Advanced,Cloud
AWS,AWS Academy Cloud Architecting - Cohort 7 (Part 2),"Designing scalable, fault-tolerant architectures on AWS.",Solution Architecture;Auto Scaling;RDS;Cloud Security;Machine Learning,Network,Beginner,Cloud
AWS,AWS Academy Data Engineering - Cohort 8 (Part 1),Building data lakes and analytics pipelines on AWS.,Redshift;Glue;Athena;Data Pipelines;Machine Learning,IS,Intermediate,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 9 (Part 3),Core machine learning concepts and workflows using AWS services.,ML Basics;SageMaker;Feature Engineering;Evaluation Metrics;React,AI,Advanced,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 10 (Part 1),End-to-end ML model development and deployment with AWS.,Model Training;Hyperparameter Tuning;Deployment;MLOps,AI,Beginner,ML
AWS,AWS Academy Cloud Security - Cohort 11 (Part 1),Security best practices and identity management on AWS.,IAM;KMS;Security Groups;Compliance,Network,Intermediate,Security
AWS,AWS Developer: Building Serverless Applications - Cohort 12 (Part 3),Designing and building serverless backends using AWS Lambda.,Lambda;API Gateway;DynamoDB;Event-Driven Design;React;Machine Learning,CS,Advanced,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 13 (Part 2),"Automating builds, tests, and deployments using AWS developer tools.",CodeBuild;CodeDeploy;CodePipeline;CI/CD,CS,Beginner,DevOps
Huawei,HCIA-Cloud Computing - Cohort 14 (Part 2),Intro to Huawei Cloud Computing,Cloud;Virtualization;Python;AWS,Network,Intermediate,Cloud
Huawei,HCIP-Datacom - Cohort 15 (Part 2),Professional routing & switching,Routing;Switching;Kubernetes,Network,Advanced,Networking
Huawei,Big Data Developer - Cohort 1 (Part 3),Big Data development with Huawei,Big Data;ETL;Docker;Machine Learning,IS,Beginner,Data
Huawei,AI Talent Program - Cohort 2 (Part 2),Machine & Deep Learning,Machine Learning;Deep Learning,AI,Intermediate,ML
AWS,AWS Developer Path - Cohort 3 (Part 3),Full stack AWS application development,Python;Web;Cloud;Kubernetes,CS,Advanced,DevOps
AWS,AWS ML Specialty - Cohort 4 (Part 3),AWS AI/ML Engineer certification track,ML;NLP;AWS Sagemaker;Kubernetes,AI,Beginner,ML
AWS,AWS Data Analytics - Cohort 5 (Part 3),Data analysis at scale on AWS,Data Analysis;BI;AWS;Kubernetes,IS,Intermediate,Data
AWS,AWS Cloud Architecture Path - Cohort 6 (Part 3),Design and operate secure cloud infrastructure,Architecture;Cloud Security,Network,Advanced,Cloud
Huawei,HCIA-Cloud Computing - Cohort 7 (Part 2),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.",Cloud Computing;Virtualization;Elastic Compute;Object Storage;Machine Learning;Kubernetes,Network,Beginner,Cloud
Huawei,HCIP-Cloud Computing - Cohort 8 (Part 2),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.",Cloud Architecture;Load Balancing;High Availability;Disaster Recovery,Network,Intermediate,Cloud
Huawei,HCIA-Datacom - Cohort 9 (Part 2),Routing and switching basics for enterprise networks.,Routing;Switching;VLAN;OSPF,Network,Advanced,Networking
Huawei,HCIP-Datacom - Cohort 10 (Part 1),Professional-level configuration and troubleshooting of data communication networks.,BGP;MPLS;QoS;Network Troubleshooting;React;Docker,Network,Beginner,Networking
Huawei,HCIA-AI - Cohort 11 (Part 2),Introduction to artificial intelligence concepts and Huawei AI solutions.,Machine Learning;Deep Learning;Python;Data Preprocessing;AWS,AI,Intermediate,ML
Huawei,HCIP-AI-Developer - Cohort 12 (Part 3),Developing and deploying AI applications on Huawei platforms.,Model Training;Model Deployment;TensorFlow;MindSpore;AWS;Docker,AI,Advanced,ML
Huawei,Huawei Big Data Developer - Cohort 13 (Part 2),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.",Hadoop;Spark;ETL;Data Warehousing,IS,Beginner,Data
Huawei,Huawei Data Warehouse and BI - Cohort 14 (Part 3),Designing and implementing data warehouse and BI solutions.,Data Modeling;Star Schema;BI Dashboards;SQL;Kubernetes,IS,Intermediate,Data
Huawei,Huawei Cloud DevOps - Cohort 15 (Part 2),CI/CD pipelines and DevOps practices on Huawei Cloud.,CI/CD;Docker;Kubernetes;GitLab CI,CS,Advanced,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 1 (Part 3),End-to-end web and API development using Huawei cloud services.,REST APIs;JavaScript;Spring Boot;Microservices;AWS,CS,Beginner,Software
AWS,AWS Academy Cloud Foundations - Cohort 2 (Part 3),Entry-level concepts of AWS global infrastructure and core services.,AWS EC2;S3;IAM;VPC Basics,Network,Intermediate,Cloud
AWS,AWS Academy Cloud Architecting - Cohort 3 (Part 1),"Designing scalable, fault-tolerant architectures on AWS.",Solution Architecture;Auto Scaling;RDS;Cloud Security,Network,Advanced,Cloud
AWS,AWS Academy Data Engineering - Cohort 4 (Part 2),Building data lakes and analytics pipelines on AWS.,Redshift;Glue;Athena;Data Pipelines,IS,Beginner,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 5 (Part 1),Core machine learning concepts and workflows using AWS services.,ML Basics;SageMaker;Feature Engineering;Evaluation Metrics;AWS;Docker,AI,Intermediate,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 6 (Part 3),End-to-end ML model development and deployment with AWS.,Model Training;Hyperparameter Tuning;Deployment;MLOps;Kubernetes;Machine Learning,AI,Advanced,ML
AWS,AWS Academy Cloud Security - Cohort 7 (Part 1),Security best practices and identity management on AWS.,IAM;KMS;Security Groups;Compliance;Machine Learning,Network,Beginner,Security
AWS,AWS Developer: Building Serverless Applications - Cohort 8 (Part 1),Designing and building serverless backends using AWS Lambda.,Lambda;API Gateway;DynamoDB;Event-Driven Design;Machine Learning;AWS,CS,Intermediate,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 9 (Part 3),"Automating builds, tests, and deployments using AWS developer tools.",CodeBuild;CodeDeploy;CodePipeline;CI/CD;AWS,CS,Advanced,DevOps
Huawei,HCIA-Cloud Computing - Cohort 10 (Part 3),Intro to Huawei Cloud Computing,Cloud;Virtualization,Network,Beginner,Cloud
Huawei,HCIP-Datacom - Cohort 11 (Part 1),Professional routing & switching,Routing;Switching,Network,Intermediate,Networking
Huawei,Big Data Developer - Cohort 12 (Part 1),Big Data development with Huawei,Big Data;ETL,IS,Advanced,Data
Huawei,AI Talent Program - Cohort 13 (Part 2),Machine & Deep Learning,Machine Learning;Deep Learning,AI,Beginner,ML
AWS,AWS Developer Path - Cohort 14 (Part 2),Full stack AWS application development,Python;Web;Cloud;React;AWS,CS,Intermediate,DevOps
AWS,AWS ML Specialty - Cohort 15 (Part 3),AWS AI/ML Engineer certification track,ML;NLP;AWS Sagemaker,AI,Advanced,ML
AWS,AWS Data Analytics - Cohort 1 (Part 1),Data analysis at scale on AWS,Data Analysis;BI;Kubernetes,IS,Beginner,Data
AWS,AWS Cloud Architecture Path - Cohort 2 (Part 2),Design and operate secure cloud infrastructure,Architecture;Cloud Security;AWS,Network,Intermediate,Cloud
Huawei,HCIA-Cloud Computing - Cohort 3 (Part 3),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.",Cloud Computing;Virtualization;Elastic Compute;Object Storage;Python,Network,Advanced,Cloud
Huawei,HCIP-Cloud Computing - Cohort 4 (Part 1),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.",Cloud Architecture;Load Balancing;High Availability;Disaster Recovery;Machine Learning,Network,Beginner,Cloud
Huawei,HCIA-Datacom - Cohort 5 (Part 1),Routing and switching basics for enterprise networks.,Routing;Switching;VLAN;OSPF;Docker,Network,Intermediate,Networking
Huawei,HCIP-Datacom - Cohort 6 (Part 1),Professional-level configuration and troubleshooting of data communication networks.,BGP;MPLS;QoS;Network Troubleshooting;Docker;Machine Learning,Network,Advanced,Networking
Huawei,HCIA-AI - Cohort 7 (Part 1),Introduction to artificial intelligence concepts and Huawei AI solutions.,Machine Learning;Deep Learning;Python;Data Preprocessing,AI,Beginner,ML
Huawei,HCIP-AI-Developer - Cohort 8 (Part 1),Developing and deploying AI applications on Huawei platforms.,Model Training;Model Deployment;TensorFlow;MindSpore;Docker,AI,Intermediate,ML
Huawei,Huawei Big Data Developer - Cohort 9 (Part 3),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.",Hadoop;Spark;ETL;Data Warehousing,IS,Advanced,Data
Huawei,Huawei Data Warehouse and BI - Cohort 10 (Part 1),Designing and implementing data warehouse and BI solutions.,Data Modeling;Star Schema;BI Dashboards;SQL;AWS;React,IS,Beginner,Data
Huawei,Huawei Cloud DevOps - Cohort 11 (Part 1),CI/CD pipelines and DevOps practices on Huawei Cloud.,CI/CD;Docker;Kubernetes;GitLab CI,CS,Intermediate,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 12 (Part 3),End-to-end web and API development using Huawei cloud services.,REST APIs;JavaScript;Spring Boot;Microservices,CS,Advanced,Software
AWS,AWS Academy Cloud Foundations - Cohort 13 (Part 3),Entry-level concepts of AWS global infrastructure and core services.,AWS EC2;S3;IAM;VPC Basics,Network,Beginner,Cloud
AWS,AWS Academy Cloud Architecting - Cohort 14 (Part 1),"Designing scalable, fault-tolerant architectures on AWS.",Solution Architecture;Auto Scaling;RDS;Cloud Security;AWS,Network,Intermediate,Cloud
AWS,AWS Academy Data Engineering - Cohort 15 (Part 3),Building data lakes and analytics pipelines on AWS.,Redshift;Glue;Athena;Data Pipelines;AWS,IS,Advanced,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 1 (Part 1),Core machine learning concepts and workflows using AWS services.,ML Basics;SageMaker;Feature Engineering;Evaluation Metrics;Machine Learning,AI,Beginner,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 2 (Part 1),End-to-end ML model development and deployment with AWS.,Model Training;Hyperparameter Tuning;Deployment;MLOps,AI,Intermediate,ML
AWS,AWS Academy Cloud Security - Cohort 3 (Part 3),Security best practices and identity management on AWS.,IAM;KMS;Security Groups;Compliance,Network,Advanced,Security
AWS,AWS Developer: Building Serverless Applications - Cohort 4 (Part 2),Designing and building serverless backends using AWS Lambda.,Lambda;API Gateway;DynamoDB;Event-Driven Design,CS,Beginner,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 5 (Part 3),"Automating builds, tests, and deployments using AWS developer tools.",CodeBuild;CodeDeploy;CodePipeline;CI/CD,CS,Intermediate,DevOps
Huawei,HCIA-Cloud Computing - Cohort 6 (Part 2),Intro to Huawei Cloud Computing,Cloud;Virtualization,Network,Advanced,Cloud
Huawei,HCIP-Datacom - Cohort 7 (Part 3),Professional routing & switching,Routing;Switching,Network,Beginner,Networking
Huawei,Big Data Developer - Cohort 8 (Part 2),Big Data development with Huawei,Big Data;ETL;Kubernetes,IS,Intermediate,Data
Huawei,AI Talent Program - Cohort 9 (Part 1),Machine & Deep Learning,Machine Learning;Deep Learning,AI,Advanced,ML
AWS,AWS Developer Path - Cohort 10 (Part 2),Full stack AWS application development,Python;Web;Cloud,CS,Beginner,DevOps
AWS,AWS ML Specialty - Cohort 11 (Part 3),AWS AI/ML Engineer certification track,ML;NLP;AWS Sagemaker;Machine Learning;Python,AI,Intermediate,ML
AWS,AWS Data Analytics - Cohort 12 (Part 2),Data analysis at scale on AWS,Data Analysis;BI;AWS,IS,Advanced,Data
AWS,AWS Cloud Architecture Path - Cohort 13 (Part 2),Design and operate secure cloud infrastructure,Architecture;Cloud Security;AWS,Network,Beginner,Cloud
Huawei,HCIA-Cloud Computing - Cohort 14 (Part 3),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.",Cloud Computing;Virtualization;Elastic Compute;Object Storage;Kubernetes;Docker,Network,Intermediate,Cloud
Huawei,HCIP-Cloud Computing - Cohort 15 (Part 1),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.",Cloud Architecture;Load Balancing;High Availability;Disaster Recovery,Network,Advanced,Cloud
Huawei,HCIA-Datacom - Cohort 1 (Part 3),Routing and switching basics for enterprise networks.,Routing;Switching;VLAN;OSPF;AWS,Network,Beginner,Networking
Huawei,HCIP-Datacom - Cohort 2 (Part 2),Professional-level configuration and troubleshooting of data communication networks.,BGP;MPLS;QoS;Network Troubleshooting,Network,Intermediate,Networking
Huawei,HCIA-AI - Cohort 3 (Part 1),Introduction to artificial intelligence concepts and Huawei AI solutions.,Machine Learning;Deep Learning;Python;Data Preprocessing,AI,Advanced,ML
Huawei,HCIP-AI-Developer - Cohort 4 (Part 1),Developing and deploying AI applications on Huawei platforms.,Model Training;Model Deployment;TensorFlow;MindSpore;Machine Learning,AI,Beginner,ML
Huawei,Huawei Big Data Developer - Cohort 5 (Part 3),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.",Hadoop;Spark;ETL;Data Warehousing,IS,Intermediate,Data
Huawei,Huawei Data Warehouse and BI - Cohort 6 (Part 1),Designing and implementing data warehouse and BI solutions.,Data Modeling;Star Schema;BI Dashboards;SQL;Python;AWS,IS,Advanced,Data
Huawei,Huawei Cloud DevOps - Cohort 7 (Part 1),CI/CD pipelines and DevOps practices on Huawei Cloud.,CI/CD;Docker;Kubernetes;GitLab CI;Python,CS,Beginner,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 8 (Part 1),End-to-end web and API development using Huawei cloud services.,REST APIs;JavaScript;Spring Boot;Microservices;React;Docker,CS,Intermediate,Software
AWS,AWS Academy Cloud Foundations - Cohort 9 (Part 2),Entry-level concepts of AWS global infrastructure and core services.,AWS EC2;S3;IAM;VPC Basics;Python;Machine Learning,Network,Advanced,Cloud
AWS,AWS Academy Cloud Architecting - Cohort 10 (Part 2),"Designing scalable, fault-tolerant architectures on AWS.",Solution Architecture;Auto Scaling;RDS;Cloud Security,Network,Beginner,Cloud
AWS,AWS Academy Data Engineering - Cohort 11 (Part 1),Building data lakes and analytics pipelines on AWS.,Redshift;Glue;Athena;Data Pipelines;Python;Machine Learning,IS,Intermediate,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 12 (Part 2),Core machine learning concepts and workflows using AWS services.,ML Basics;SageMaker;Feature Engineering;Evaluation Metrics;Docker,AI,Advanced,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 13 (Part 1),End-to-end ML model development and deployment with AWS.,Model Training;Hyperparameter Tuning;Deployment;MLOps;AWS;Machine Learning,AI,Beginner,ML
AWS,AWS Academy Cloud Security - Cohort 14 (Part 1),Security best practices and identity management on AWS.,IAM;KMS;Security Groups;Compliance;Machine Learning,Network,Intermediate,Security
AWS,AWS Developer: Building Serverless Applications - Cohort 15 (Part 3),Designing and building serverless backends using AWS Lambda.,Lambda;API Gateway;DynamoDB;Event-Driven Design;React,CS,Advanced,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 1 (Part 2),"Automating builds, tests, and deployments using AWS developer tools.",CodeBuild;CodeDeploy;CodePipeline;CI/CD;Machine Learning,CS,Beginner,DevOps
Huawei,HCIA-Cloud Computing - Cohort 2 (Part 1),Intro to Huawei Cloud Computing,Cloud;Virtualization;Kubernetes,Network,Intermediate,Cloud
Huawei,HCIP-Datacom - Cohort 3 (Part 1),Professional routing & switching,Routing;Switching;React,Network,Advanced,Networking
Huawei,Big Data Developer - Cohort 4 (Part 2),Big Data development with Huawei,Big Data;ETL,IS,Beginner,Data
Huawei,AI Talent Program - Cohort 5 (Part 3),Machine & Deep Learning,Machine Learning;Deep Learning,AI,Intermediate,ML
AWS,AWS Developer Path - Cohort 6 (Part 2),Full stack AWS application development,Python;Web;Cloud,CS,Advanced,DevOps
AWS,AWS ML Specialty - Cohort 7 (Part 2),AWS AI/ML Engineer certification track,ML;NLP;AWS Sagemaker;Docker,AI,Beginner,ML
AWS,AWS Data Analytics - Cohort 8 (Part 1),Data analysis at scale on AWS,Data Analysis;BI;React;Machine Learning,IS,Intermediate,Data
AWS,AWS Cloud Architecture Path - Cohort 9 (Part 1),Design and operate secure cloud infrastructure,Architecture;Cloud Security,Network,Advanced,Cloud
Huawei,HCIA-Cloud Computing - Cohort 10 (Part 2),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.",Cloud Computing;Virtualization;Elastic Compute;Object Storage;React,Network,Beginner,Cloud
Huawei,HCIP-Cloud Computing - Cohort 11 (Part 1),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.",Cloud Architecture;Load Balancing;High Availability;Disaster Recovery,Network,Intermediate,Cloud
Huawei,HCIA-Datacom - Cohort 12 (Part 2),Routing and switching basics for enterprise networks.,Routing;Switching;VLAN;OSPF;AWS;Python,Network,Advanced,Networking
Huawei,HCIP-Datacom - Cohort 13 (Part 1),Professional-level configuration and troubleshooting of data communication networks.,BGP;MPLS;QoS;Network Troubleshooting;React,Network,Beginner,Networking
Huawei,HCIA-AI - Cohort 14 (Part 1),Introduction to artificial intelligence concepts and Huawei AI solutions.,Machine Learning;Deep Learning;Python;Data Preprocessing;Docker,AI,Intermediate,ML
Huawei,HCIP-AI-Developer - Cohort 15 (Part 2),Developing and deploying AI applications on Huawei platforms.,Model Training;Model Deployment;TensorFlow;MindSpore;Python,AI,Advanced,ML
Huawei,HCIA-Cloud Computing - Cohort 1 (Part 2),Intro to Huawei Cloud Computing,Cloud;Virtualization,Network,Beginner,Cloud
Huawei,HCIP-Datacom - Cohort 2 (Part 1),Professional routing & switching,Routing;Switching;Docker,Network,Intermediate,Networking
Huawei,Big Data Developer - Cohort 3 (Part 2),Big Data development with Huawei,Big Data;ETL;AWS,IS,Advanced,Data
Huawei,AI Talent Program - Cohort 4 (Part 3),Machine & Deep Learning,Machine Learning;Deep Learning;React,AI,Beginner,ML
AWS,AWS Developer Path - Cohort 5 (Part 2),Full stack AWS application development,Python;Web;Cloud;React,CS,Intermediate,DevOps
AWS,AWS ML Specialty - Cohort 6 (Part 1),AWS AI/ML Engineer certification track,ML;NLP;AWS Sagemaker,AI,Advanced,ML
AWS,AWS Data Analytics - Cohort 7 (Part 2),Data analysis at scale on AWS,Data Analysis;BI;React,IS,Beginner,Data
AWS,AWS Cloud Architecture Path - Cohort 8 (Part 2),Design and operate secure cloud infrastructure,Architecture;Cloud Security;AWS;Machine Learning,Network,Intermediate,Cloud
Huawei,HCIA-Cloud Computing - Cohort 9 (Part 1),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.",Cloud Computing;Virtualization;Elastic Compute;Object Storage;React,Network,Advanced,Cloud
Huawei,HCIP-Cloud Computing - Cohort 10 (Part 3),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.",Cloud Architecture;Load Balancing;High Availability;Disaster Recovery,Network,Beginner,Cloud
Huawei,HCIA-Datacom - Cohort 11 (Part 2),Routing and switching basics for enterprise networks.,Routing;Switching;VLAN;OSPF;Machine Learning;AWS,Network,Intermediate,Networking
Huawei,HCIP-Datacom - Cohort 12 (Part 1),Professional-level configuration and troubleshooting of data communication networks.,BGP;MPLS;QoS;Network Troubleshooting;Machine Learning;Kubernetes,Network,Advanced,Networking
Huawei,HCIA-AI - Cohort 13 (Part 3),Introduction to artificial intelligence concepts and Huawei AI solutions.,Machine Learning;Deep Learning;Python;Data Preprocessing,AI,Beginner,ML
Huawei,HCIP-AI-Developer - Cohort 14 (Part 3),Developing and deploying AI applications on Huawei platforms.,Model Training;Model Deployment;TensorFlow;MindSpore,AI,Intermediate,ML
Huawei,Huawei Big Data Developer - Cohort 15 (Part 1),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.",Hadoop;Spark;ETL;Data Warehousing;Docker;AWS,IS,Advanced,Data
Huawei,Huawei Data Warehouse and BI - Cohort 1 (Part 3),Designing and implementing data warehouse and BI solutions.,Data Modeling;Star Schema;BI Dashboards;SQL;Kubernetes,IS,Beginner,Data
Huawei,Huawei Cloud DevOps - Cohort 2 (Part 2),CI/CD pipelines and DevOps practices on Huawei Cloud.,CI/CD;Docker;Kubernetes;GitLab CI,CS,Intermediate,DevOps
Huawei,Huawei Full-Stack Developer - Cohort 3 (Part 2),End-to-end web and API development using Huawei cloud services.,REST APIs;JavaScript;Spring Boot;Microservices,CS,Advanced,Software
AWS,AWS Academy Cloud Foundations - Cohort 4 (Part 1),Entry-level concepts of AWS global infrastructure and core services.,AWS EC2;S3;IAM;VPC Basics;Kubernetes,Network,Beginner,Cloud
AWS,AWS Academy Cloud Architecting - Cohort 5 (Part 2),"Designing scalable, fault-tolerant architectures on AWS.",Solution Architecture;Auto Scaling;RDS;Cloud Security,Network,Intermediate,Cloud
AWS,AWS Academy Data Engineering - Cohort 6 (Part 2),Building data lakes and analytics pipelines on AWS.,Redshift;Glue;Athena;Data Pipelines;React;Python,IS,Advanced,Data
AWS,AWS Academy Machine Learning Foundations - Cohort 7 (Part 1),Core machine learning concepts and workflows using AWS services.,ML Basics;SageMaker;Feature Engineering;Evaluation Metrics;AWS;Machine Learning,AI,Beginner,ML
AWS,AWS Academy Machine Learning for Developers - Cohort 8 (Part 3),End-to-end ML model development and deployment with AWS.,Model Training;Hyperparameter Tuning;Deployment;MLOps,AI,Intermediate,ML
AWS,AWS Academy Cloud Security - Cohort 9 (Part 2),Security best practices and identity management on AWS.,IAM;KMS;Security Groups;Compliance;Machine Learning;Python,Network,Advanced,Security
AWS,AWS Developer: Building Serverless Applications - Cohort 10 (Part 2),Designing and building serverless backends using AWS Lambda.,Lambda;API Gateway;DynamoDB;Event-Driven Design;Kubernetes,CS,Beginner,DevOps
AWS,AWS Developer Tools and CI/CD - Cohort 11 (Part 3),"Automating builds, tests, and deployments using AWS developer tools.",CodeBuild;CodeDeploy;CodePipeline;CI/CD;Kubernetes,CS,Intermediate,DevOps
Huawei,HCIA-Cloud Computing - Cohort 12 (Part 1),Intro to Huawei Cloud Computing,Cloud;Virtualization;AWS,Network,Advanced,Cloud
Huawei,HCIP-Datacom - Cohort 13 (Part 2),Professional routing & switching,Routing;Switching;React;Docker,Network,Beginner,Networking
Huawei,Big Data Developer - Cohort 14 (Part 2),Big Data development with Huawei,Big Data;ETL,IS,Intermediate,Data
Huawei,AI Talent Program - Cohort 15 (Part 2),Machine & Deep Learning,Machine Learning;Deep Learning,AI,Advanced,ML
AWS,AWS Developer Path - Cohort 1 (Part 2),Full stack AWS application development,Python;Web;Cloud;Machine Learning,CS,Beginner,DevOps
AWS,AWS ML Specialty - Cohort 2 (Part 3),AWS AI/ML Engineer certification track,ML;NLP;AWS Sagemaker;Kubernetes,AI,Intermediate,ML
AWS,AWS Data Analytics - Cohort 3 (Part 2),Data analysis at scale on AWS,Data Analysis;BI;Docker,IS,Advanced,Data
AWS,AWS Cloud Architecture Path - Cohort 4 (Part 2),Design and operate secure cloud infrastructure,Architecture;Cloud Security;AWS,Network,Beginner,Cloud
Huawei,HCIA-Cloud Computing - Cohort 5 (Part 3),"Fundamentals of Huawei cloud platforms, virtualization, and resource management.",Cloud Computing;Virtualization;Elastic Compute;Object Storage;AWS,Network,Intermediate,Cloud
Huawei,HCIP-Cloud Computing - Cohort 6 (Part 2),"Advanced Huawei cloud architecture, scaling, and hybrid cloud solutions.",Cloud Architecture;Load Balancing;High Availability;Disaster Recovery;Python;Docker,Network,Advanced,Cloud
Huawei,HCIA-Datacom - Cohort 7 (Part 3),Routing and switching basics for enterprise networks.,Routing;Switching;VLAN;OSPF;Kubernetes,Network,Beginner,Networking
Huawei,HCIP-Datacom - Cohort 8 (Part 1),Professional-level configuration and troubleshooting of data communication networks.,BGP;MPLS;QoS;Network Troubleshooting;Docker;React,Network,Intermediate,Networking
Huawei,HCIA-AI - Cohort 9 (Part 3),Introduction to artificial intelligence concepts and Huawei AI solutions.,Machine Learning;Deep Learning;Python;Data Preprocessing;React,AI,Advanced,ML
Huawei,HCIP-AI-Developer - Cohort 10 (Part 1),Developing and deploying AI applications on Huawei platforms.,Model Training;Model Deployment;TensorFlow;MindSpore,AI,Beginner,ML
Huawei,Huawei Big Data Developer - Cohort 11 (Part 2),"Big data ecosystem, ETL, and analytics on Huawei FusionInsight.",Hadoop;Spark;ETL;Data Warehousing;Kubernetes,IS,Intermediate,Data
Huawei,Huawei Data Warehouse and BI - Cohort 12 (Part 1),Designing and implementing data warehouse and BI solutions.,Data Modeling;Star Schema;BI Dashboards;SQL;Python,IS,Advanced,Data
